sex,race,age,age_cat,decile_score,v_decile_score,is_recid,is_violent_recid,score_text,screening_date,two_year_recid,priors_count,c_charge_degree,start,end,event,juv_fel_count,juv_misd_count,juv_other_count,juv_priors_count
male,african-american,34,25 - 45,9,2,1,0,high,2014-03-01,1,16,felony,0,19,0,0,0,0,0
male,caucasian,41,25 - 45,2,1,1,0,low,2013-05-06,1,1,misdemeanor,1,639,1,0,0,0,0
male,caucasian,57,greater than 45,1,1,1,0,low,2013-01-28,0,7,felony,151,982,1,0,0,0,0
male,african-american,26,25 - 45,5,4,1,0,medium,2013-10-10,0,1,felony,0,848,1,0,0,0,0
male,african-american,26,25 - 45,3,3,0,0,low,2013-05-10,0,2,felony,0,1057,0,0,0,1,1
female,caucasian,48,greater than 45,1,1,0,0,low,2014-01-30,0,0,felony,0,792,0,0,0,0,0
male,caucasian,52,greater than 45,2,2,0,0,low,2013-04-20,0,7,misdemeanor,0,1077,0,0,0,0,0
male,hispanic,22,less than 25,3,5,1,0,low,2013-01-08,1,2,felony,31,640,1,0,0,0,0
female,african-american,43,25 - 45,1,1,0,0,low,2013-05-01,0,0,misdemeanor,0,1066,0,0,0,0,0
male,african-american,35,25 - 45,1,1,0,0,low,2013-11-12,0,2,felony,0,871,0,0,0,0,0
male,caucasian,24,less than 25,5,4,0,0,medium,2013-08-01,0,3,felony,36,382,0,0,0,0,0
male,hispanic,23,less than 25,9,7,0,0,high,2014-02-06,0,2,felony,22,785,0,0,1,0,1
male,african-american,56,greater than 45,7,4,0,0,medium,2013-05-30,0,28,felony,0,320,0,0,0,0,0
male,african-american,28,25 - 45,6,4,1,0,medium,2013-03-26,1,2,felony,0,122,1,0,0,0,0
male,african-american,21,less than 25,5,6,0,0,medium,2014-02-03,0,0,felony,0,788,0,0,0,0,0
male,african-american,25,25 - 45,8,8,1,0,high,2013-03-23,1,1,felony,0,348,1,0,0,0,0
female,caucasian,25,25 - 45,5,3,0,0,medium,2013-10-28,0,0,felony,1,394,0,0,0,0,0
male,other,31,25 - 45,6,3,1,0,medium,2014-01-30,0,3,felony,0,768,1,0,0,0,0
male,caucasian,46,greater than 45,5,3,0,0,medium,2013-01-18,0,0,misdemeanor,0,1169,0,0,0,0,0
female,african-american,24,less than 25,7,4,0,0,medium,2013-04-20,0,0,felony,2,831,0,0,0,0,0
male,african-american,28,25 - 45,7,6,1,0,medium,2013-01-29,1,4,felony,6,567,1,0,0,0,0
male,african-american,28,25 - 45,7,3,1,0,medium,2014-01-06,1,12,misdemeanor,0,39,1,0,0,1,1
male,other,24,less than 25,3,4,0,0,low,2013-01-14,0,0,misdemeanor,0,1173,0,0,0,0,0
male,hispanic,40,25 - 45,3,3,0,0,low,2013-02-01,0,0,misdemeanor,0,1155,0,0,0,0,0
male,hispanic,36,25 - 45,2,1,0,0,low,2014-02-10,0,1,misdemeanor,0,781,0,0,0,0,0
male,caucasian,50,greater than 45,6,3,1,0,medium,2013-02-04,1,1,misdemeanor,39,103,1,0,0,0,0
male,hispanic,33,25 - 45,1,1,0,0,low,2013-10-22,0,1,misdemeanor,0,892,0,0,0,0,0
male,caucasian,24,less than 25,2,3,0,0,low,2013-05-07,0,0,misdemeanor,1,1060,0,0,0,0,0
female,african-american,55,greater than 45,1,1,0,0,low,2013-05-27,0,2,felony,0,1040,0,0,0,0,0
male,african-american,22,less than 25,7,8,1,0,medium,2013-09-21,1,0,felony,2,41,1,0,0,0,0
male,african-american,38,25 - 45,7,3,0,0,medium,2013-08-07,0,14,felony,55,773,0,0,0,0,0
male,african-american,31,25 - 45,1,2,0,0,low,2013-09-04,0,1,felony,0,940,0,0,0,0,0
female,african-american,30,25 - 45,2,2,0,0,low,2014-01-12,0,3,felony,0,810,0,0,0,0,0
male,caucasian,52,greater than 45,1,1,0,0,low,2013-03-14,0,1,felony,0,714,0,0,0,0,0
female,caucasian,41,25 - 45,2,1,0,0,low,2013-01-14,0,1,misdemeanor,29,1173,0,0,0,0,0
male,african-american,20,less than 25,5,7,1,1,medium,2014-01-31,1,0,felony,0,159,1,0,0,0,0
male,caucasian,21,less than 25,4,7,1,0,low,2013-05-14,1,0,misdemeanor,1,157,1,0,0,0,0
male,caucasian,22,less than 25,5,5,0,0,medium,2013-12-05,0,1,misdemeanor,9,848,0,0,0,0,0
male,african-american,38,25 - 45,6,8,0,0,medium,2013-03-28,0,7,misdemeanor,197,1100,0,0,0,0,0
male,african-american,31,25 - 45,5,2,0,0,medium,2013-08-30,0,0,felony,7,945,0,0,0,0,0
male,caucasian,28,25 - 45,7,4,0,0,medium,2013-08-16,0,0,felony,54,224,0,0,0,0,0
male,african-american,39,25 - 45,8,4,0,0,high,2013-03-30,0,1,felony,0,1098,0,0,0,0,0
male,african-american,34,25 - 45,7,2,1,0,medium,2013-03-12,1,22,felony,0,137,1,0,0,0,0
male,caucasian,32,25 - 45,2,2,0,0,low,2013-01-16,0,2,felony,0,293,0,0,1,0,1
male,hispanic,45,greater than 45,1,1,0,0,low,2014-03-31,0,0,misdemeanor,1,732,0,0,0,0,0
male,african-american,36,25 - 45,5,5,0,0,medium,2013-03-08,0,7,misdemeanor,0,836,0,0,0,2,2
male,african-american,24,less than 25,9,6,1,0,high,2013-03-28,1,0,misdemeanor,14,463,1,0,0,0,0
male,hispanic,30,25 - 45,1,2,0,0,low,2014-03-06,0,0,felony,0,757,0,0,0,0,0
male,african-american,61,greater than 45,6,3,0,0,medium,2013-03-12,0,8,misdemeanor,0,1116,0,0,0,0,0
male,african-american,43,25 - 45,1,1,0,0,low,2013-04-04,0,2,felony,1,1093,0,0,0,0,0
male,african-american,26,25 - 45,4,3,0,0,low,2013-10-12,0,1,felony,0,902,0,0,0,0,0
male,african-american,32,25 - 45,2,2,1,0,low,2013-02-11,0,7,felony,4,613,0,0,3,0,3
female,caucasian,57,greater than 45,1,1,0,0,low,2013-11-26,0,2,felony,0,857,0,0,0,0,0
female,caucasian,40,25 - 45,1,1,0,0,low,2013-03-01,0,0,misdemeanor,0,1127,0,0,0,0,0
male,african-american,30,25 - 45,5,3,1,0,medium,2013-08-06,1,2,felony,0,66,1,0,0,0,0
male,caucasian,29,25 - 45,10,10,0,0,high,2013-03-19,0,1,misdemeanor,10,12,0,0,0,0,0
female,caucasian,21,less than 25,8,9,1,0,high,2013-09-18,0,1,felony,0,132,0,0,0,0,0
male,african-american,36,25 - 45,2,2,0,0,low,2013-03-01,0,2,misdemeanor,0,1127,0,0,0,0,0
male,african-american,59,greater than 45,4,4,0,0,low,2013-12-06,0,17,felony,0,248,0,0,0,0,0
male,african-american,35,25 - 45,8,5,1,1,high,2013-03-29,1,6,felony,1,187,1,0,0,0,0
male,hispanic,49,greater than 45,2,1,0,0,low,2013-05-22,0,0,misdemeanor,0,1045,0,0,0,0,0
male,hispanic,26,25 - 45,9,9,1,0,high,2013-02-11,1,5,felony,0,24,0,0,0,0,0
male,african-american,49,greater than 45,6,1,1,0,medium,2014-01-25,1,29,felony,0,1,1,0,0,0,0
male,hispanic,23,less than 25,10,9,0,0,high,2013-06-28,0,1,felony,0,87,0,0,0,0,0
female,african-american,37,25 - 45,8,4,1,0,high,2014-02-10,1,23,misdemeanor,0,368,1,0,0,0,0
male,hispanic,33,25 - 45,2,1,0,0,low,2013-05-28,0,0,misdemeanor,0,1039,0,0,0,0,0
male,african-american,20,less than 25,3,6,1,1,low,2013-03-08,1,1,felony,0,39,0,1,0,0,1
male,caucasian,28,25 - 45,10,10,0,0,high,2013-05-03,0,1,felony,0,1064,0,0,0,0,0
male,african-american,20,less than 25,8,7,1,0,high,2013-10-25,1,2,felony,32,238,1,0,0,0,0
male,caucasian,30,25 - 45,9,5,1,0,high,2014-03-10,1,3,misdemeanor,0,547,1,0,0,0,0
male,african-american,55,greater than 45,4,3,0,0,low,2013-01-06,0,5,felony,300,1181,0,0,0,0,0
male,caucasian,26,25 - 45,4,4,0,0,low,2013-04-20,0,0,misdemeanor,0,1077,0,0,0,0,0
female,caucasian,52,greater than 45,1,1,0,0,low,2013-02-12,0,6,felony,0,678,0,0,0,0,0
male,african-american,52,greater than 45,8,5,1,1,high,2013-08-30,1,16,felony,0,551,1,0,0,0,0
male,hispanic,27,25 - 45,7,4,1,0,medium,2013-01-14,1,1,felony,1,205,1,0,0,0,0
male,caucasian,60,greater than 45,2,1,0,0,low,2013-09-07,0,2,misdemeanor,10,937,0,0,0,0,0
male,caucasian,44,25 - 45,2,1,0,0,low,2013-08-26,0,0,misdemeanor,1,949,0,0,0,0,0
male,hispanic,30,25 - 45,2,2,0,0,low,2013-08-15,0,1,felony,0,960,0,0,0,0,0
female,african-american,25,25 - 45,4,4,0,0,low,2014-03-19,0,2,misdemeanor,0,744,0,0,0,0,0
male,caucasian,28,25 - 45,7,7,1,0,medium,2013-01-30,1,3,felony,36,85,1,0,0,0,0
male,african-american,39,25 - 45,4,2,1,0,low,2013-03-07,0,3,misdemeanor,0,769,0,0,0,0,0
male,caucasian,22,less than 25,6,4,0,0,medium,2013-08-15,0,1,felony,0,564,0,0,0,0,0
male,caucasian,24,less than 25,8,5,1,0,high,2013-03-01,1,1,felony,0,160,1,0,0,0,0
female,african-american,28,25 - 45,3,4,0,0,low,2013-03-08,0,0,felony,190,320,0,0,0,0,0
male,caucasian,30,25 - 45,1,2,0,0,low,2013-09-30,0,0,misdemeanor,0,914,0,0,0,0,0
male,african-american,39,25 - 45,5,1,0,0,medium,2013-04-25,0,9,felony,0,1072,0,0,0,0,0
female,other,46,greater than 45,1,1,0,0,low,2013-09-10,0,1,felony,0,934,0,0,0,0,0
male,other,47,greater than 45,2,1,0,0,low,2013-02-05,0,3,misdemeanor,3,1151,0,0,0,0,0
male,african-american,26,25 - 45,7,6,0,0,medium,2013-02-27,0,5,misdemeanor,357,1129,0,0,0,0,0
male,african-american,33,25 - 45,4,4,0,0,low,2013-10-07,0,3,felony,0,907,0,0,0,0,0
female,african-american,23,less than 25,3,4,0,0,low,2013-08-18,0,0,felony,24,957,0,0,0,0,0
male,caucasian,54,greater than 45,2,1,0,0,low,2013-11-25,0,0,felony,1,858,0,0,0,0,0
male,african-american,50,greater than 45,6,5,0,0,medium,2013-09-10,0,2,misdemeanor,31,934,0,0,0,0,0
male,african-american,20,less than 25,5,7,1,0,medium,2013-09-26,1,2,felony,0,97,1,0,0,4,4
male,caucasian,25,25 - 45,3,5,0,0,low,2013-09-29,0,1,felony,0,915,0,0,0,0,0
female,caucasian,46,greater than 45,1,1,0,0,low,2013-02-11,0,0,felony,0,1145,0,0,0,0,0
male,african-american,26,25 - 45,10,6,1,0,high,2013-04-12,1,1,felony,0,123,1,0,0,1,1
male,caucasian,22,less than 25,4,5,0,0,low,2013-02-15,0,0,misdemeanor,0,1141,0,0,0,0,0
male,caucasian,38,25 - 45,4,1,1,1,low,2013-03-18,1,10,felony,0,228,1,1,0,0,1
female,hispanic,36,25 - 45,1,1,1,0,low,2014-01-25,1,9,felony,0,70,1,0,0,0,0
female,african-american,34,25 - 45,2,1,1,0,low,2013-04-01,1,5,felony,8,265,1,0,0,0,0
female,caucasian,26,25 - 45,6,4,1,0,medium,2013-08-10,1,3,felony,0,67,1,0,0,0,0
female,caucasian,23,less than 25,6,5,0,0,medium,2013-08-11,0,0,felony,11,964,0,0,0,0,0
female,hispanic,32,25 - 45,5,2,1,1,medium,2013-12-18,1,8,misdemeanor,0,309,1,0,0,1,1
male,caucasian,44,25 - 45,1,1,1,0,low,2014-01-30,1,1,misdemeanor,0,166,1,0,0,0,0
male,caucasian,53,greater than 45,4,7,1,0,low,2013-04-15,1,9,felony,0,18,1,0,0,0,0
male,african-american,27,25 - 45,5,5,0,0,medium,2013-01-30,0,6,felony,0,841,0,0,0,0,0
male,caucasian,25,25 - 45,6,7,1,0,medium,2013-02-22,0,2,felony,0,947,1,0,0,0,0
male,caucasian,48,greater than 45,6,1,1,0,medium,2013-08-06,1,18,felony,0,48,0,0,0,0,0
male,caucasian,53,greater than 45,2,1,0,0,low,2013-04-21,0,0,felony,10,1076,0,0,0,0,0
male,african-american,39,25 - 45,3,4,0,0,low,2013-02-04,0,0,misdemeanor,0,1152,0,0,0,0,0
male,other,37,25 - 45,4,3,1,1,low,2013-12-10,1,2,felony,50,664,1,0,0,0,0
male,african-american,27,25 - 45,8,5,1,0,high,2013-01-04,1,6,felony,0,12,1,1,0,0,1
female,african-american,21,less than 25,10,8,1,0,high,2013-06-10,1,2,felony,0,38,1,0,0,0,0
female,african-american,24,less than 25,9,7,0,0,high,2014-02-12,0,7,felony,0,779,0,0,0,0,0
male,caucasian,33,25 - 45,1,1,0,0,low,2013-03-10,0,0,misdemeanor,0,1118,0,0,0,0,0
female,caucasian,24,less than 25,4,4,0,0,low,2013-05-21,0,1,misdemeanor,0,1046,0,0,0,4,4
male,caucasian,46,greater than 45,1,1,0,0,low,2014-03-17,0,1,felony,0,746,0,0,0,0,0
male,hispanic,32,25 - 45,7,3,0,0,medium,2013-04-06,0,7,felony,0,1091,0,0,0,0,0
male,hispanic,24,less than 25,3,4,0,0,low,2013-03-25,0,2,felony,0,1103,0,0,0,0,0
female,caucasian,38,25 - 45,1,1,0,0,low,2013-03-25,0,0,felony,2,1103,0,0,0,0,0
male,african-american,30,25 - 45,10,9,1,0,high,2014-03-03,1,13,felony,3,72,1,0,2,2,4
male,caucasian,57,greater than 45,1,1,0,0,low,2013-02-07,0,2,felony,0,1149,0,0,0,0,0
male,caucasian,43,25 - 45,1,1,0,0,low,2013-08-01,0,0,felony,1,974,0,0,0,0,0
male,african-american,22,less than 25,6,6,0,0,medium,2013-03-13,0,0,misdemeanor,0,1115,0,0,0,0,0
male,caucasian,26,25 - 45,4,3,0,0,low,2013-12-30,0,1,misdemeanor,0,823,0,0,0,0,0
female,african-american,28,25 - 45,9,9,1,1,high,2013-08-06,1,9,misdemeanor,0,91,1,0,0,0,0
male,caucasian,51,greater than 45,4,3,0,0,low,2013-02-16,0,3,felony,6,738,0,0,0,0,0
male,hispanic,41,25 - 45,1,1,0,0,low,2014-03-13,0,3,felony,0,750,0,0,0,0,0
male,caucasian,24,less than 25,7,5,0,0,medium,2013-01-26,0,1,felony,0,1161,0,0,0,0,0
male,african-american,48,greater than 45,2,1,1,0,low,2013-10-13,1,3,felony,0,69,1,0,0,0,0
male,african-american,31,25 - 45,2,2,1,0,low,2013-12-28,1,6,felony,1,384,1,0,0,0,0
male,african-american,27,25 - 45,10,10,0,0,high,2013-02-03,0,6,misdemeanor,0,159,0,1,2,1,4
male,african-american,25,25 - 45,4,4,0,0,low,2014-02-03,0,0,misdemeanor,0,455,0,0,0,0,0
male,caucasian,56,greater than 45,3,2,0,0,low,2013-05-14,0,3,misdemeanor,0,1053,0,0,0,0,0
female,african-american,29,25 - 45,4,3,0,0,low,2014-01-06,0,1,misdemeanor,1,816,0,0,0,0,0
male,african-american,21,less than 25,8,9,0,0,high,2013-04-10,0,0,felony,1,756,0,0,0,0,0
male,caucasian,22,less than 25,4,5,1,0,low,2013-07-22,1,1,felony,0,8,1,0,0,0,0
female,african-american,28,25 - 45,2,2,0,0,low,2013-09-24,0,0,misdemeanor,0,920,0,0,0,0,0
male,african-american,35,25 - 45,1,1,0,0,low,2014-02-06,0,2,felony,0,217,0,0,0,0,0
male,caucasian,23,less than 25,2,5,0,0,low,2013-03-15,0,0,felony,0,1113,0,0,0,0,0
male,african-american,48,greater than 45,8,4,0,0,high,2014-02-11,0,4,felony,0,43,0,0,0,0,0
male,african-american,37,25 - 45,9,7,0,0,high,2013-02-17,0,2,felony,403,1139,0,0,0,0,0
male,african-american,33,25 - 45,1,1,0,0,low,2014-02-04,0,0,felony,0,51,0,0,0,0,0
male,african-american,23,less than 25,7,4,1,1,medium,2014-03-02,1,5,felony,1,237,1,0,0,1,1
male,african-american,24,less than 25,4,3,0,0,low,2014-01-16,0,0,felony,1,806,0,0,0,0,0
male,african-american,44,25 - 45,7,4,0,0,medium,2013-01-26,0,2,misdemeanor,4,1161,0,0,0,0,0
male,african-american,26,25 - 45,4,6,0,0,low,2013-01-09,0,4,misdemeanor,0,624,0,0,0,0,0
female,african-american,26,25 - 45,2,2,0,0,low,2013-08-17,0,0,misdemeanor,0,958,0,0,0,0,0
male,african-american,29,25 - 45,6,5,0,0,medium,2013-10-25,0,2,felony,1,531,0,0,0,0,0
male,hispanic,26,25 - 45,2,2,0,0,low,2013-05-28,0,0,felony,0,1039,0,0,0,1,1
male,caucasian,30,25 - 45,1,1,0,0,low,2013-05-28,0,1,misdemeanor,0,1039,0,0,0,0,0
male,african-american,23,less than 25,6,5,1,0,medium,2013-04-18,1,1,felony,3,44,1,0,0,0,0
male,other,42,25 - 45,2,2,0,0,low,2013-02-22,0,1,felony,0,1134,0,0,0,0,0
female,african-american,28,25 - 45,3,3,1,1,low,2013-03-18,1,0,felony,1,374,1,0,0,0,0
male,african-american,20,less than 25,3,6,0,0,low,2014-01-11,0,0,felony,10,61,0,0,0,0,0
female,caucasian,24,less than 25,7,4,0,0,medium,2014-01-02,0,7,misdemeanor,0,820,0,0,2,0,2
female,other,36,25 - 45,7,2,1,0,medium,2014-03-06,1,6,felony,0,718,1,0,1,0,1
female,african-american,21,less than 25,9,9,0,0,high,2013-04-27,0,1,felony,3,907,0,0,0,0,0
male,african-american,26,25 - 45,4,3,1,0,low,2013-08-27,1,2,felony,0,78,1,0,0,0,0
male,caucasian,42,25 - 45,1,1,0,0,low,2013-10-13,0,0,misdemeanor,6,901,0,0,0,0,0
male,african-american,23,less than 25,10,6,1,0,high,2014-01-04,1,8,felony,2,72,0,0,0,0,0
male,caucasian,43,25 - 45,1,1,0,0,low,2013-12-02,0,1,felony,0,851,0,0,0,0,0
female,caucasian,55,greater than 45,1,1,0,0,low,2014-02-12,0,0,misdemeanor,0,779,0,0,0,0,0
male,caucasian,38,25 - 45,3,3,1,0,low,2013-01-03,1,0,felony,0,53,0,0,0,0,0
male,caucasian,24,less than 25,6,4,1,0,medium,2013-10-23,1,1,felony,3,715,1,0,0,0,0
male,african-american,23,less than 25,4,6,0,0,low,2013-05-03,0,0,misdemeanor,1,1064,0,0,0,0,0
female,african-american,64,greater than 45,1,1,0,0,low,2013-04-27,0,0,felony,3,1070,0,0,0,0,0
male,other,48,greater than 45,1,1,0,0,low,2013-09-23,0,0,misdemeanor,1,921,0,0,0,0,0
male,african-american,32,25 - 45,5,4,1,0,medium,2013-02-19,1,11,felony,0,679,1,0,1,2,3
female,african-american,39,25 - 45,5,2,1,0,medium,2013-02-22,1,0,felony,58,237,0,0,0,0,0
male,caucasian,30,25 - 45,2,3,0,0,low,2013-05-26,0,0,misdemeanor,0,1041,0,0,0,0,0
female,african-american,22,less than 25,4,4,0,0,low,2014-01-07,0,1,misdemeanor,0,815,0,0,0,0,0
male,african-american,21,less than 25,4,7,1,0,low,2013-11-05,1,0,felony,3,10,1,0,0,0,0
male,caucasian,24,less than 25,4,5,0,0,low,2013-10-17,0,0,felony,0,897,0,0,0,0,0
male,hispanic,49,greater than 45,1,1,1,0,low,2013-09-20,0,2,misdemeanor,0,893,1,0,0,0,0
male,caucasian,50,greater than 45,1,1,0,0,low,2013-12-23,0,2,felony,0,830,0,0,0,0,0
male,african-american,30,25 - 45,7,7,0,0,medium,2013-04-29,0,3,misdemeanor,205,1068,0,0,0,0,0
male,african-american,21,less than 25,9,8,1,1,high,2013-05-16,1,2,misdemeanor,0,111,1,0,2,0,2
male,african-american,21,less than 25,10,10,1,0,high,2013-12-26,1,1,felony,1,15,0,1,0,2,3
male,african-american,31,25 - 45,10,6,0,0,high,2013-09-12,0,1,felony,0,106,0,0,0,0,0
male,african-american,23,less than 25,7,7,1,0,medium,2013-02-17,1,2,misdemeanor,3,160,1,0,0,0,0
male,hispanic,23,less than 25,7,8,0,0,medium,2013-02-27,0,0,misdemeanor,0,1129,0,0,0,0,0
male,african-american,32,25 - 45,4,2,1,0,low,2013-11-16,1,4,felony,0,636,1,0,0,0,0
male,african-american,28,25 - 45,6,5,1,1,medium,2013-02-07,1,11,felony,1,252,1,0,0,0,0
male,caucasian,50,greater than 45,10,7,1,0,high,2013-03-19,1,16,felony,0,228,1,1,0,0,1
male,african-american,24,less than 25,2,4,0,0,low,2014-02-15,0,0,felony,0,776,0,0,0,1,1
male,other,31,25 - 45,1,1,0,0,low,2013-11-27,0,1,misdemeanor,1,856,0,0,0,0,0
male,african-american,29,25 - 45,4,3,1,1,low,2013-02-20,1,3,felony,0,491,1,0,0,0,0
male,african-american,41,25 - 45,6,2,1,0,medium,2013-12-02,1,6,felony,38,153,1,0,0,0,0
male,african-american,28,25 - 45,3,4,1,1,low,2013-11-08,1,4,misdemeanor,33,259,1,0,0,0,0
male,caucasian,29,25 - 45,4,2,1,0,low,2014-03-28,1,6,felony,0,145,1,0,0,0,0
male,caucasian,49,greater than 45,5,2,0,0,medium,2013-02-14,0,0,felony,0,1142,0,0,0,0,0
male,caucasian,42,25 - 45,1,1,0,0,low,2014-03-26,0,0,misdemeanor,0,737,0,0,0,0,0
male,african-american,38,25 - 45,2,2,0,0,low,2013-09-26,0,4,misdemeanor,0,55,0,0,0,0,0
male,african-american,22,less than 25,6,7,1,0,medium,2013-11-17,1,3,felony,15,351,1,0,0,1,1
male,caucasian,46,greater than 45,2,2,1,0,low,2013-01-21,1,0,misdemeanor,37,558,1,0,0,0,0
male,caucasian,63,greater than 45,1,1,0,0,low,2013-10-22,0,1,felony,0,892,0,0,0,0,0
male,african-american,38,25 - 45,3,3,1,0,low,2013-11-11,1,0,felony,0,396,1,0,0,0,0
male,african-american,36,25 - 45,6,1,0,0,medium,2013-10-23,0,0,felony,0,891,0,0,0,0,0
male,caucasian,22,less than 25,9,7,1,0,high,2013-08-27,1,6,felony,0,17,0,0,0,0,0
male,african-american,29,25 - 45,10,5,0,0,high,2013-02-28,0,11,misdemeanor,0,1128,0,0,0,0,0
male,african-american,39,25 - 45,2,1,0,0,low,2013-04-22,0,2,misdemeanor,0,1075,0,0,0,0,0
male,caucasian,47,greater than 45,2,1,0,0,low,2013-05-14,0,0,misdemeanor,2,1053,0,0,0,0,0
male,african-american,26,25 - 45,10,8,1,0,high,2013-02-23,1,7,felony,1,8,1,0,0,0,0
female,african-american,21,less than 25,5,6,1,0,medium,2013-02-04,1,0,felony,0,449,1,0,0,0,0
male,african-american,55,greater than 45,8,6,0,0,high,2013-03-26,0,12,felony,0,659,0,0,0,0,0
male,african-american,63,greater than 45,1,1,0,0,low,2014-03-29,0,2,misdemeanor,1,734,0,0,0,0,0
male,african-american,27,25 - 45,2,2,1,0,low,2013-12-26,1,2,felony,0,118,0,0,0,0,0
male,caucasian,55,greater than 45,5,1,0,0,medium,2014-03-30,0,27,misdemeanor,1,733,0,0,0,0,0
male,caucasian,57,greater than 45,1,1,1,0,low,2014-02-25,1,21,misdemeanor,0,13,1,0,0,0,0
male,hispanic,24,less than 25,2,4,0,0,low,2013-06-26,0,1,felony,0,1010,0,0,0,0,0
male,other,54,greater than 45,2,1,1,1,low,2013-09-08,1,2,misdemeanor,0,528,1,0,0,0,0
male,african-american,30,25 - 45,4,3,1,0,low,2013-01-07,1,2,felony,0,77,1,0,0,0,0
male,african-american,26,25 - 45,6,7,0,0,medium,2014-01-31,0,3,misdemeanor,0,791,0,0,1,0,1
male,caucasian,37,25 - 45,2,1,0,0,low,2013-11-14,0,1,misdemeanor,0,869,0,0,0,0,0
male,african-american,25,25 - 45,5,8,0,0,medium,2013-09-11,0,4,misdemeanor,0,933,0,0,0,0,0
male,african-american,34,25 - 45,1,2,0,0,low,2013-02-12,0,0,felony,0,496,0,0,0,0,0
male,other,57,greater than 45,1,1,1,1,low,2013-09-11,0,0,felony,0,889,1,0,0,0,0
male,caucasian,46,greater than 45,5,2,0,0,medium,2013-07-24,0,2,felony,0,982,0,0,0,0,0
male,african-american,32,25 - 45,9,4,0,0,high,2013-09-17,0,8,felony,0,202,0,0,0,1,1
female,african-american,25,25 - 45,9,5,1,0,high,2013-04-24,1,5,felony,0,128,1,0,0,0,0
male,african-american,35,25 - 45,8,7,1,1,high,2014-02-03,1,4,felony,0,96,1,0,0,0,0
female,african-american,33,25 - 45,3,2,1,0,low,2014-03-06,1,2,felony,1,567,1,0,0,0,0
male,african-american,26,25 - 45,5,6,1,1,medium,2013-08-21,1,2,felony,21,435,0,0,0,0,0
male,caucasian,49,greater than 45,5,4,1,0,medium,2013-03-19,1,10,felony,0,25,1,0,0,0,0
male,african-american,29,25 - 45,4,2,0,0,low,2013-05-08,0,2,misdemeanor,2,1059,0,0,0,0,0
male,caucasian,28,25 - 45,4,3,1,0,low,2013-03-16,1,6,misdemeanor,2,44,0,0,0,0,0
male,african-american,53,greater than 45,5,5,0,0,medium,2013-10-18,0,20,felony,0,31,0,0,0,0,0
male,hispanic,57,greater than 45,1,1,0,0,low,2013-03-11,0,1,misdemeanor,0,1117,0,0,0,0,0
male,african-american,29,25 - 45,10,5,1,1,high,2014-02-12,1,3,felony,0,120,0,0,1,0,1
male,caucasian,27,25 - 45,2,3,0,0,low,2013-04-16,0,0,felony,43,1081,0,0,0,0,0
male,caucasian,48,greater than 45,2,1,0,0,low,2014-01-24,0,0,felony,0,798,0,0,0,0,0
male,caucasian,67,greater than 45,1,1,0,0,low,2013-05-04,0,0,felony,1,1063,0,0,0,0,0
male,african-american,29,25 - 45,5,3,1,0,medium,2013-11-16,0,2,misdemeanor,0,830,1,0,0,1,1
female,african-american,53,greater than 45,2,1,0,0,low,2013-05-23,0,3,felony,1,1044,0,0,0,0,0
male,caucasian,23,less than 25,5,5,0,0,medium,2013-07-26,0,1,felony,0,142,0,0,0,0,0
male,african-american,49,greater than 45,1,1,0,0,low,2013-03-18,0,0,felony,0,1110,0,0,0,0,0
female,caucasian,44,25 - 45,1,1,1,0,low,2013-11-02,0,0,misdemeanor,0,848,1,0,0,0,0
female,hispanic,55,greater than 45,1,1,0,0,low,2014-03-22,0,0,felony,0,741,0,0,0,0,0
male,african-american,46,greater than 45,1,1,1,0,low,2013-12-31,0,0,misdemeanor,0,809,0,0,0,0,0
male,caucasian,30,25 - 45,3,2,1,0,low,2013-05-07,1,1,felony,0,126,1,0,0,0,0
male,african-american,77,greater than 45,1,1,1,1,low,2014-04-01,1,1,misdemeanor,1,692,1,0,0,0,0
male,african-american,21,less than 25,10,7,1,0,high,2013-09-13,1,2,felony,0,58,0,0,2,2,4
male,african-american,54,greater than 45,3,1,1,0,low,2013-10-12,1,4,felony,2,3,1,0,0,0,0
male,caucasian,54,greater than 45,2,1,0,0,low,2013-04-25,0,3,felony,0,1072,0,0,0,0,0
male,african-american,26,25 - 45,9,6,0,0,high,2014-01-22,0,15,felony,42,800,0,0,0,0,0
male,african-american,23,less than 25,9,6,1,0,high,2013-04-27,1,8,felony,0,3,1,0,1,1,2
male,hispanic,27,25 - 45,2,2,0,0,low,2013-04-18,0,1,felony,0,287,0,0,0,0,0
male,caucasian,39,25 - 45,2,2,0,0,low,2013-11-15,0,2,felony,18,868,0,0,0,0,0
male,hispanic,35,25 - 45,7,3,0,0,medium,2013-11-06,0,13,felony,3,877,0,0,0,0,0
male,african-american,29,25 - 45,1,2,1,0,low,2013-09-15,1,1,misdemeanor,0,365,1,0,0,0,0
male,african-american,30,25 - 45,4,4,1,0,low,2014-02-06,1,9,misdemeanor,0,140,1,1,0,0,1
male,african-american,41,25 - 45,3,4,1,0,low,2013-09-06,0,6,felony,5,895,1,0,0,0,0
male,african-american,32,25 - 45,10,8,0,0,high,2013-10-14,0,1,misdemeanor,114,900,0,0,0,0,0
male,african-american,48,greater than 45,6,3,0,0,medium,2013-04-09,0,12,misdemeanor,0,1088,0,0,0,0,0
male,caucasian,39,25 - 45,6,3,0,0,medium,2014-01-14,0,2,felony,0,808,0,0,0,0,0
