sex,race,age_cat,decile_score,v_decile_score,is_recid,is_violent_recid,score_text,screening_date,two_year_recid,total_priors_count,c_charge_degree,c_charge_desc,start,end,event,juv_fel_count,juv_misd_count,juv_other_count,c_charge_desc,person_id,agency_text,maritalstatus,language,rawscore,age,juv_priors_count,adult_priors_count
male,caucasian,less than 25,3,4,1,0,low,2013-03-11,1,1,felony,arrest case no charge,0,15,1,0,0,0,arrest case no charge,52867.0,pretrial,significant other,english,-2.23,23,0,1
male,hispanic,less than 25,3,2,0,0,low,2013-04-19,0,5,felony,driving while license revoked,0,1078,0,0,0,0,driving while license revoked,48197.0,pretrial,single,english,-2.59,23,0,5
male,african-american,less than 25,3,3,0,0,low,2013-05-10,0,2,felony,driving while license revoked,0,1057,0,0,0,1,driving while license revoked,54693.0,pretrial,single,english,-2.31,23,1,1
female,caucasian,less than 25,3,3,0,0,low,2014-01-13,0,3,misdemeanor,battery,0,809,0,0,0,0,battery,60345.0,pretrial,single,english,-2.42,24,0,3
male,african-american,less than 25,4,3,1,1,low,2013-02-02,1,0,misdemeanor,battery,0,4,1,0,0,0,battery,51782.0,pretrial,single,english,-2.39,23,0,0
male,african-american,less than 25,7,5,1,0,medium,2013-08-30,1,8,felony,corrupt public servant,1,702,0,0,0,0,corrupt public servant,56912.0,pretrial,single,english,-1.96,24,0,8
female,african-american,less than 25,2,2,0,0,low,2013-12-08,0,0,misdemeanor,battery,0,845,0,0,0,0,battery,59490.0,pretrial,single,english,-2.72,24,0,0
male,african-american,less than 25,8,3,1,0,high,2013-04-23,1,6,felony,robbery / no weapon,0,202,1,1,1,0,robbery / no weapon,54169.0,pretrial,single,english,-2.3,23,2,4
male,african-american,less than 25,7,6,0,0,medium,2013-02-27,0,5,misdemeanor,aggravated battery,357,1129,0,0,0,0,aggravated battery,47687.0,pretrial,single,english,-1.65,23,0,5
male,caucasian,less than 25,5,4,0,0,medium,2014-02-01,0,0,misdemeanor,grand theft (motor vehicle),0,790,0,0,0,0,grand theft (motor vehicle),60888.0,pretrial,single,english,-2.04,24,0,0
male,caucasian,less than 25,3,4,0,0,low,2013-01-24,0,1,misdemeanor,viol injunct domestic violence,0,318,0,0,0,0,viol injunct domestic violence,51526.0,pretrial,single,english,-2.23,23,0,1
male,caucasian,less than 25,10,9,0,0,high,2013-11-06,0,3,misdemeanor,battery,0,453,0,0,0,0,battery,14870.0,pretrial,single,english,-0.75,24,0,3
male,african-american,less than 25,2,3,0,0,low,2013-03-06,0,0,felony,crim use of personal id info,0,1122,0,0,0,0,crim use of personal id info,52735.0,pretrial,single,english,-2.35,23,0,0
male,african-american,less than 25,4,3,0,0,low,2013-03-27,0,5,felony,burglary dwelling assault/batt,2,171,0,0,0,0,burglary dwelling assault/batt,53369.0,pretrial,single,english,-2.32,23,0,5
male,african-american,less than 25,8,4,0,0,high,2013-02-07,0,0,felony,grand theft in the 3rd degree,0,1149,0,0,0,0,grand theft in the 3rd degree,51931.0,pretrial,single,english,-2.18,23,0,0
male,african-american,less than 25,9,6,1,1,high,2013-03-05,1,10,felony,aggravated battery,0,462,0,1,1,0,aggravated battery,31916.0,pretrial,single,english,-1.67,23,2,8
female,caucasian,less than 25,6,3,0,0,medium,2014-01-27,0,0,misdemeanor,fail to obey police officer,0,795,0,0,0,0,fail to obey police officer,60743.0,pretrial,single,english,-2.46,24,0,0
female,african-american,less than 25,8,4,0,0,high,2013-02-07,0,0,misdemeanor,opert with susp dl 2nd offens,0,1149,0,0,0,0,opert with susp dl 2nd offens,51937.0,pretrial,single,english,-2.2,23,0,0
male,african-american,less than 25,9,6,0,0,high,2014-01-22,0,15,felony,arrest case no charge,42,800,0,0,0,0,arrest case no charge,34087.0,drrd,single,english,-1.56,24,0,15
male,caucasian,less than 25,4,4,1,1,low,2013-07-03,0,4,misdemeanor,battery,0,781,1,0,0,0,battery,55686.0,pretrial,single,english,-2.11,23,0,4
male,african-american,less than 25,10,6,1,0,high,2013-04-12,1,1,felony,arrest case no charge,0,123,1,0,0,1,arrest case no charge,53860.0,pretrial,single,english,-1.73,23,1,0
male,african-american,less than 25,8,9,1,1,high,2013-04-06,1,4,misdemeanor,battery,0,50,1,0,1,0,battery,20922.0,pretrial,single,english,-0.83,23,1,3
male,other,less than 25,2,3,0,0,low,2013-04-26,0,0,misdemeanor,battery,0,1071,0,0,0,0,battery,54264.0,pretrial,single,english,-2.55,23,0,0
female,african-american,less than 25,5,4,0,0,medium,2014-01-22,0,1,felony,arrest case no charge,0,800,0,0,0,0,arrest case no charge,60581.0,pretrial,single,english,-2.0,24,0,1
female,african-american,less than 25,2,2,0,0,low,2013-08-17,0,0,misdemeanor,exposes culpable negligence,0,958,0,0,0,0,exposes culpable negligence,56522.0,pretrial,single,english,-2.56,24,0,0
male,african-american,less than 25,7,6,1,0,medium,2013-08-28,1,4,felony,"poss3,4 methylenedioxymethcath",1,35,0,0,0,0,"poss3,4 methylenedioxymethcath",56827.0,pretrial,single,english,-1.63,24,0,4
male,african-american,less than 25,8,5,1,0,high,2014-01-24,1,4,felony,"poss3,4 methylenedioxymethcath",1,139,1,0,0,0,"poss3,4 methylenedioxymethcath",60683.0,pretrial,single,english,-1.93,24,0,4
male,african-american,less than 25,1,2,0,0,low,2014-01-21,0,1,misdemeanor,battery,14,195,0,0,0,0,battery,60546.0,pretrial,single,english,-2.64,24,0,1
male,african-american,less than 25,3,4,1,0,low,2013-04-23,1,2,felony,grand theft in the 3rd degree,147,370,1,0,0,0,grand theft in the 3rd degree,30613.0,pretrial,single,english,-2.19,23,0,2
female,other,less than 25,6,4,0,0,medium,2013-06-25,0,1,misdemeanor,arrest case no charge,0,870,0,0,0,0,arrest case no charge,1356.0,pretrial,single,english,-2.0,23,0,1
male,caucasian,less than 25,2,3,0,0,low,2013-03-06,0,0,misdemeanor,driving under the influence,0,1084,0,0,0,0,driving under the influence,52734.0,probation,single,english,-2.47,23,0,0
male,caucasian,less than 25,4,7,0,0,low,2013-01-10,0,2,felony,carrying concealed firearm,2,841,0,0,0,0,carrying concealed firearm,51066.0,pretrial,single,english,-1.31,23,0,2
male,african-american,less than 25,6,7,0,0,medium,2014-01-31,0,3,misdemeanor,petit theft,0,791,0,0,1,0,petit theft,60871.0,pretrial,single,english,-1.46,24,1,2
female,caucasian,less than 25,8,3,1,0,high,2013-01-24,1,1,felony,possession of oxycodone,0,77,1,0,0,0,possession of oxycodone,51517.0,pretrial,single,english,-2.25,23,0,1
male,african-american,less than 25,8,6,0,0,high,2013-09-11,0,4,misdemeanor,possess cannabis/20 grams or less,0,649,0,0,1,0,possess cannabis/20 grams or less,3818.0,pretrial,single,english,-1.59,24,1,3
female,african-american,less than 25,4,3,0,0,low,2014-02-16,0,0,misdemeanor,possess cannabis/20 grams or less,0,775,0,0,0,0,possess cannabis/20 grams or less,61276.0,pretrial,single,english,-2.24,24,0,0
male,african-american,less than 25,5,4,1,0,medium,2013-02-17,0,0,misdemeanor,petit theft,0,1133,1,0,0,0,petit theft,52265.0,pretrial,single,english,-2.13,23,0,0
male,african-american,less than 25,10,10,1,1,high,2013-01-13,1,24,misdemeanor,resist/obstruct w/o violence,85,444,1,1,3,0,resist/obstruct w/o violence,17967.0,pretrial,single,english,-0.53,23,4,20
male,african-american,less than 25,7,9,1,1,medium,2013-09-29,1,3,felony,aggravated battery / pregnant,46,218,1,0,0,0,aggravated battery / pregnant,8639.0,pretrial,single,english,-0.65,24,0,3
male,african-american,less than 25,10,9,1,1,high,2013-04-25,1,3,felony,felony battery w/prior convict,3,386,1,1,0,0,felony battery w/prior convict,21705.0,pretrial,single,english,-0.8,23,1,2
female,african-american,less than 25,5,3,0,0,medium,2013-05-17,0,3,felony,burglary with assault/battery,0,1050,0,0,0,0,burglary with assault/battery,54882.0,pretrial,single,english,-2.38,23,0,3
male,african-american,less than 25,7,7,0,0,medium,2013-01-17,0,2,misdemeanor,battery,0,1170,0,0,0,0,battery,51292.0,pretrial,single,english,-1.35,23,0,2
male,caucasian,less than 25,4,3,0,0,low,2013-09-16,0,11,felony,arrest case no charge,0,928,0,0,0,0,arrest case no charge,61013.0,pretrial,single,english,-2.25,24,0,11
male,african-american,less than 25,9,9,1,0,high,2013-03-23,1,6,felony,possession of cannabis,18,30,1,0,0,0,possession of cannabis,3251.0,probation,single,english,-0.83,23,0,6
male,caucasian,less than 25,6,4,1,1,medium,2013-03-19,1,7,felony,burglary dwelling occupied,17,187,1,0,0,0,burglary dwelling occupied,53081.0,pretrial,significant other,english,-2.22,23,0,7
male,african-american,less than 25,3,4,1,0,low,2013-04-29,1,2,felony,pos cannabis w/intent sel/del,1,17,1,0,0,0,pos cannabis w/intent sel/del,54325.0,pretrial,separated,english,-2.11,23,0,2
female,african-american,less than 25,4,3,1,1,low,2013-11-08,1,1,felony,poss cocaine/intent to del/sel,1,11,1,0,0,0,poss cocaine/intent to del/sel,58828.0,pretrial,single,english,-2.32,24,0,1
male,african-american,less than 25,2,3,1,0,low,2013-12-14,0,2,felony,burglary unoccupied dwelling,8,545,0,0,0,0,burglary unoccupied dwelling,59679.0,pretrial,single,english,-2.42,24,0,2
male,caucasian,less than 25,4,3,0,0,low,2013-09-30,0,1,misdemeanor,operating w/o valid license,0,914,0,0,0,0,operating w/o valid license,57689.0,pretrial,single,english,-2.5,24,0,1
female,african-american,less than 25,2,2,0,0,low,2013-09-09,0,1,misdemeanor,battery,0,935,0,0,0,0,battery,57082.0,pretrial,single,english,-2.67,24,0,1
female,african-american,less than 25,2,2,0,0,low,2013-08-01,0,0,misdemeanor,battery,0,974,0,0,0,0,battery,56080.0,pretrial,single,english,-2.59,23,0,0
male,other,less than 25,4,5,1,0,low,2013-01-09,1,1,felony,pos cannabis w/intent sel/del,1,43,1,0,0,0,pos cannabis w/intent sel/del,51028.0,pretrial,single,english,-1.96,23,0,1
male,caucasian,less than 25,8,4,1,0,high,2013-03-27,1,2,felony,arrest case no charge,0,27,1,0,0,0,arrest case no charge,33556.0,pretrial,single,english,-2.09,23,0,2
female,african-american,less than 25,7,6,0,0,medium,2013-02-09,0,1,felony,arrest case no charge,2,1147,0,0,0,0,arrest case no charge,52037.0,pretrial,single,english,-1.72,23,0,1
male,african-american,less than 25,5,4,1,0,medium,2013-10-10,0,1,felony,arrest case no charge,0,848,1,0,0,0,arrest case no charge,57996.0,pretrial,single,english,-2.09,24,0,1
female,caucasian,less than 25,5,4,0,0,medium,2013-04-23,0,2,misdemeanor,battery,0,1074,0,0,0,0,battery,42731.0,probation,single,english,-2.05,23,0,2
female,caucasian,less than 25,5,4,0,0,medium,2013-02-25,0,0,felony,possession of cocaine,0,1131,0,0,0,0,possession of cocaine,52508.0,pretrial,single,english,-2.13,23,0,0
male,african-american,less than 25,8,5,1,0,high,2013-05-14,0,13,misdemeanor,unlawful use of police badges,0,31,0,0,0,0,unlawful use of police badges,19187.0,probation,single,english,-1.81,23,0,13
male,caucasian,less than 25,2,3,0,0,low,2014-03-05,0,0,misdemeanor,battery,0,758,0,0,0,0,battery,61720.0,pretrial,single,english,-2.36,24,0,0
male,african-american,less than 25,6,7,0,0,medium,2013-09-04,0,5,felony,resist officer w/violence,0,940,0,0,1,0,resist officer w/violence,29822.0,pretrial,single,english,-1.42,23,1,4
female,african-american,less than 25,2,2,0,0,low,2013-10-27,0,0,misdemeanor,battery,0,887,0,0,0,0,battery,58416.0,pretrial,married,english,-2.56,24,0,0
male,african-american,less than 25,3,3,0,0,low,2013-03-28,0,0,felony,arrest case no charge,1,1100,0,0,0,0,arrest case no charge,53398.0,pretrial,single,english,-2.33,23,0,0
male,african-american,less than 25,7,6,1,1,medium,2013-04-10,1,5,felony,arrest case no charge,6,64,1,0,0,0,arrest case no charge,48433.0,pretrial,single,english,-1.52,23,0,5
male,hispanic,less than 25,1,3,1,0,low,2013-01-22,1,0,misdemeanor,battery,0,33,1,0,0,0,battery,51415.0,pretrial,single,english,-2.53,23,0,0
male,african-american,less than 25,9,6,0,0,high,2013-04-10,0,2,misdemeanor,arrest case no charge,0,1087,0,0,0,0,arrest case no charge,48272.0,pretrial,single,english,-1.69,23,0,2
male,african-american,less than 25,7,4,1,0,medium,2014-02-23,1,11,felony,tampering with physical evidence,0,107,1,0,1,1,tampering with physical evidence,61438.0,pretrial,single,english,-2.22,24,2,9
male,caucasian,less than 25,6,5,0,0,medium,2013-05-22,0,7,misdemeanor,susp drivers lic 1st offense,68,111,0,0,0,0,susp drivers lic 1st offense,54960.0,pretrial,single,english,-1.9,23,0,7
male,african-american,less than 25,2,3,0,0,low,2013-11-16,0,0,felony,burglary conveyance assault/bat,3,867,0,0,0,0,burglary conveyance assault/bat,59032.0,pretrial,single,english,-2.28,24,0,0
male,african-american,less than 25,6,5,1,0,medium,2013-03-04,1,1,misdemeanor,viol pretrial release dom viol,29,145,1,0,0,0,viol pretrial release dom viol,52672.0,pretrial,single,english,-1.76,23,0,1
male,african-american,less than 25,4,3,1,0,low,2013-03-04,1,0,felony,"poss3,4 methylenedioxymethcath",0,514,1,0,0,0,"poss3,4 methylenedioxymethcath",52685.0,pretrial,single,english,-2.26,23,0,0
male,african-american,less than 25,10,9,1,0,high,2013-01-05,1,9,misdemeanor,resist/obstruct w/o violence,1,384,1,0,1,1,resist/obstruct w/o violence,8812.0,pretrial,significant other,english,-0.73,23,2,7
male,caucasian,less than 25,2,3,0,0,low,2013-04-18,0,1,misdemeanor,battery,0,1079,0,0,0,0,battery,54026.0,pretrial,single,english,-2.47,23,0,1
male,caucasian,less than 25,4,4,0,0,low,2014-01-02,0,5,misdemeanor,lve/scen/acc/veh/prop/damage,0,28,0,0,0,0,lve/scen/acc/veh/prop/damage,44584.0,pretrial,single,english,-1.99,24,0,5
male,african-american,less than 25,3,4,0,0,low,2013-10-10,0,2,misdemeanor,battery,0,904,0,0,0,0,battery,7034.0,pretrial,single,english,-2.12,24,0,2
female,african-american,less than 25,5,4,1,0,medium,2013-04-29,0,3,felony,aggravated assault w/dead weap,0,936,1,0,0,0,aggravated assault w/dead weap,54332.0,pretrial,significant other,english,-2.12,23,0,3
male,hispanic,less than 25,5,3,0,0,medium,2013-08-30,0,1,felony,arrest case no charge,1,945,0,0,0,0,arrest case no charge,56913.0,pretrial,single,english,-2.32,23,0,1
male,caucasian,less than 25,5,3,1,0,medium,2013-03-09,1,3,felony,possession of cannabis,0,50,1,0,0,0,possession of cannabis,52839.0,pretrial,single,english,-2.28,23,0,3
male,african-american,less than 25,3,3,0,0,low,2013-04-29,0,2,misdemeanor,disorderly conduct,0,1068,0,0,0,0,disorderly conduct,54334.0,pretrial,single,english,-2.36,23,0,2
male,african-american,less than 25,8,7,1,0,high,2013-04-02,1,10,felony,driving while license revoked,0,77,1,0,0,0,driving while license revoked,8012.0,pretrial,single,english,-1.37,23,0,10
male,caucasian,less than 25,2,3,1,1,low,2014-02-13,1,1,felony,arrest case no charge,16,213,1,0,0,0,arrest case no charge,61230.0,pretrial,single,english,-2.36,24,0,1
male,african-american,less than 25,9,7,1,0,high,2013-01-22,0,4,felony,driving while license revoked,0,150,0,0,0,0,driving while license revoked,51422.0,pretrial,single,english,-1.4,23,0,4
male,hispanic,less than 25,2,3,1,0,low,2013-04-02,1,1,misdemeanor,dui level 0.15 or minor in veh,0,445,1,0,0,0,dui level 0.15 or minor in veh,52886.0,pretrial,single,english,-2.49,23,0,1
male,african-american,less than 25,5,3,0,0,medium,2013-02-26,0,0,misdemeanor,battery,0,731,0,0,0,0,battery,52521.0,pretrial,single,english,-2.36,23,0,0
male,african-american,less than 25,6,3,1,0,medium,2013-10-16,1,1,misdemeanor,battery,0,2,1,0,0,0,battery,58150.0,pretrial,single,english,-2.32,24,0,1
female,hispanic,less than 25,3,3,0,0,low,2014-03-24,0,0,misdemeanor,battery,0,739,0,0,0,0,battery,62228.0,pretrial,unknown,english,-2.44,24,0,0
male,african-american,less than 25,7,4,0,0,medium,2013-08-12,0,1,felony,tampering with physical evidence,0,963,0,0,0,0,tampering with physical evidence,7483.0,pretrial,single,english,-2.12,23,0,1
female,african-american,less than 25,9,8,0,0,high,2014-03-07,0,2,felony,arrest case no charge,0,756,0,0,0,0,arrest case no charge,11454.0,probation,single,english,-1.06,24,0,2
male,caucasian,less than 25,4,2,0,0,low,2014-02-12,0,0,felony,tampering with physical evidence,0,779,0,0,0,0,tampering with physical evidence,61189.0,pretrial,single,english,-2.64,24,0,0
male,african-american,less than 25,8,7,1,0,high,2014-03-05,1,8,felony,arrest case no charge,13,205,1,0,1,1,arrest case no charge,18698.0,pretrial,single,english,-1.26,24,2,6
female,african-american,less than 25,9,7,0,0,high,2013-09-19,0,0,misdemeanor,robbery / no weapon,0,46,0,0,0,0,robbery / no weapon,57398.0,pretrial,single,english,-1.42,23,0,0
male,caucasian,less than 25,2,3,0,0,low,2014-01-18,0,2,felony,possession burglary tools,2,804,0,0,0,0,possession burglary tools,60525.0,pretrial,single,english,-2.48,24,0,2
male,caucasian,less than 25,5,3,0,0,medium,2014-02-26,0,7,felony,arrest case no charge,0,765,0,0,0,0,arrest case no charge,61537.0,pretrial,single,english,-2.44,24,0,7
male,caucasian,less than 25,2,3,0,0,low,2013-01-02,0,0,misdemeanor,criminal mischief damage <$200,0,1185,0,0,0,0,criminal mischief damage <$200,50864.0,pretrial,single,english,-2.33,23,0,0
male,african-american,less than 25,5,4,0,0,medium,2013-01-15,0,1,misdemeanor,poss of controlled substance,0,1172,0,0,0,0,poss of controlled substance,51232.0,pretrial,single,english,-2.2,23,0,1
male,african-american,less than 25,4,4,0,0,low,2013-09-23,0,0,misdemeanor,driving under the influence,0,921,0,0,0,0,driving under the influence,57512.0,pretrial,single,english,-2.23,23,0,0
male,caucasian,less than 25,5,4,0,0,medium,2013-03-26,0,2,felony,possession of methamphetamine,0,1102,0,0,0,0,possession of methamphetamine,8021.0,pretrial,single,english,-2.04,23,0,2
male,caucasian,less than 25,5,3,0,0,medium,2013-12-09,0,0,misdemeanor,criminal mischief>$200<$1000,0,844,0,0,0,0,criminal mischief>$200<$1000,59511.0,pretrial,single,english,-2.38,24,0,0
male,african-american,less than 25,4,4,0,0,low,2013-08-23,0,2,felony,arrest case no charge,0,607,0,0,0,0,arrest case no charge,55964.0,pretrial,single,english,-2.14,23,0,2
male,hispanic,less than 25,1,2,0,0,low,2013-08-24,0,1,misdemeanor,reckless driving,1,951,0,0,0,0,reckless driving,56720.0,pretrial,single,english,-2.71,23,0,1
male,african-american,less than 25,8,5,1,0,high,2013-03-20,1,8,felony,arrest case no charge,0,130,1,0,0,0,arrest case no charge,26020.0,pretrial,single,english,-1.75,23,0,8
male,caucasian,less than 25,6,8,1,0,medium,2013-01-30,0,2,felony,possession of cannabis,0,958,1,1,0,0,possession of cannabis,51682.0,pretrial,single,english,-1.22,23,1,1
male,african-american,less than 25,2,3,0,0,low,2013-02-13,0,1,felony,cash item w/intent to defraud,0,1143,0,0,0,0,cash item w/intent to defraud,52128.0,pretrial,single,english,-2.37,23,0,1
male,caucasian,less than 25,4,3,0,0,low,2013-12-30,0,1,misdemeanor,arrest case no charge,0,823,0,0,0,0,arrest case no charge,50014.0,pretrial,single,english,-2.55,24,0,1
male,caucasian,less than 25,3,3,1,0,low,2013-09-23,1,2,felony,burglary dwelling assault/batt,18,23,1,0,0,1,burglary dwelling assault/batt,16248.0,pretrial,single,english,-2.27,23,1,1
male,caucasian,less than 25,4,3,0,0,low,2013-12-10,0,0,misdemeanor,battery,2,843,0,0,0,0,battery,59536.0,pretrial,single,english,-2.24,24,0,0
male,african-american,less than 25,5,4,1,0,medium,2013-11-04,1,6,misdemeanor,driving under the influence,0,250,1,0,0,0,driving under the influence,34467.0,pretrial,single,english,-2.22,24,0,6
male,caucasian,less than 25,7,6,1,0,medium,2014-03-18,1,1,felony,poss pyrrolidinovalerophenone,2,140,0,0,0,0,poss pyrrolidinovalerophenone,10282.0,pretrial,single,english,-1.55,24,0,1
male,african-american,less than 25,7,7,1,1,medium,2013-12-18,1,5,felony,shoot in occupied dwell,5,16,1,0,1,2,shoot in occupied dwell,9377.0,probation,single,english,-1.34,24,3,2
male,caucasian,less than 25,2,2,1,0,low,2013-05-15,1,3,misdemeanor,susp drivers lic 1st offense,0,213,1,0,0,0,susp drivers lic 1st offense,54797.0,pretrial,single,english,-2.61,23,0,3
male,hispanic,less than 25,5,4,1,0,medium,2013-05-08,1,1,felony,arrest case no charge,0,79,0,1,0,0,arrest case no charge,54620.0,pretrial,single,english,-2.07,23,1,0
male,african-american,less than 25,7,7,0,0,medium,2014-01-09,0,7,felony,sell cannabis,0,813,0,0,0,0,sell cannabis,6136.0,pretrial,single,english,-1.47,24,0,7
male,other,less than 25,7,5,0,0,medium,2013-02-15,0,0,felony,burglary structure unoccup,0,1141,0,0,0,0,burglary structure unoccup,52210.0,pretrial,single,english,-1.85,23,0,0
male,african-american,less than 25,3,4,1,0,low,2013-09-13,1,0,misdemeanor,possess cannabis/20 grams or less,0,95,0,0,0,0,possess cannabis/20 grams or less,57241.0,pretrial,single,english,-2.16,23,0,0
male,caucasian,less than 25,9,7,1,0,high,2013-02-06,1,7,misdemeanor,petit theft,0,54,1,0,0,0,petit theft,51911.0,probation,single,english,-1.42,23,0,7
male,caucasian,less than 25,9,9,1,0,high,2014-03-05,1,9,felony,arrest case no charge,0,153,1,1,0,0,arrest case no charge,38528.0,pretrial,single,english,-0.79,24,1,8
male,african-american,less than 25,9,8,1,0,high,2013-08-13,1,14,felony,pos cannabis w/intent sel/del,0,9,1,0,1,3,pos cannabis w/intent sel/del,8041.0,pretrial,single,english,-1.24,23,4,10
female,caucasian,less than 25,6,4,1,0,medium,2013-08-10,1,3,felony,possession of alprazolam,0,67,1,0,0,0,possession of alprazolam,56327.0,pretrial,single,english,-2.18,23,0,3
male,african-american,less than 25,7,6,0,0,medium,2013-11-26,0,7,felony,poss cocaine/intent to del/sel,0,247,0,0,0,0,poss cocaine/intent to del/sel,59267.0,pretrial,single,english,-1.67,24,0,7
male,african-american,less than 25,2,2,0,0,low,2014-02-05,0,0,misdemeanor,battery,1,786,0,0,0,0,battery,60985.0,pretrial,single,english,-2.64,24,0,0
male,caucasian,less than 25,4,4,0,0,low,2013-04-20,0,0,misdemeanor,dui property damage/injury,0,1077,0,0,0,0,dui property damage/injury,54100.0,pretrial,married,english,-2.19,23,0,0
male,african-american,less than 25,9,9,1,0,high,2013-04-24,1,3,misdemeanor,operating w/o valid license,281,357,0,0,3,0,operating w/o valid license,54195.0,pretrial,single,english,-0.8,23,3,0
male,african-american,less than 25,2,3,0,0,low,2013-05-26,0,0,felony,felony batt(great bodily harm),1,1041,0,0,0,0,felony batt(great bodily harm),55085.0,pretrial,significant other,english,-2.33,23,0,0
male,hispanic,less than 25,1,2,0,0,low,2013-10-07,0,0,misdemeanor,battery,0,907,0,0,0,0,battery,57893.0,pretrial,single,english,-2.63,23,0,0
male,african-american,less than 25,6,4,0,0,medium,2013-04-06,0,2,felony,aggravated battery,32,1091,0,0,0,0,aggravated battery,53692.0,pretrial,single,english,-2.08,23,0,2
male,african-american,less than 25,4,6,0,0,low,2013-01-09,0,4,misdemeanor,fail register vehicle,0,624,0,0,0,0,fail register vehicle,45938.0,pretrial,single,english,-1.53,23,0,4
male,caucasian,less than 25,2,3,0,0,low,2013-12-12,0,0,felony,aggravated assault w/dead weap,1,841,0,0,0,0,aggravated assault w/dead weap,59604.0,pretrial,single,english,-2.4,24,0,0
male,african-american,less than 25,7,7,0,0,medium,2013-03-27,0,6,felony,poss cocaine/intent to del/sel,0,272,0,0,0,2,poss cocaine/intent to del/sel,52397.0,pretrial,single,english,-1.59,23,2,4
female,african-american,less than 25,6,4,1,1,medium,2013-10-17,1,9,misdemeanor,driving license suspended,0,404,1,0,0,0,driving license suspended,4619.0,pretrial,single,english,-2.12,23,0,9
female,caucasian,less than 25,3,3,0,0,low,2013-12-05,0,0,felony,aggravated assault w/dead weap,0,848,0,0,0,0,aggravated assault w/dead weap,59404.0,pretrial,single,english,-2.44,24,0,0
male,caucasian,less than 25,2,3,1,0,low,2014-01-06,1,1,felony,arrest case no charge,1,196,1,0,0,0,arrest case no charge,60198.0,pretrial,single,english,-2.48,24,0,1
female,african-american,less than 25,4,4,1,0,low,2013-03-10,1,2,misdemeanor,driving under the influence,0,229,1,0,0,0,driving under the influence,52849.0,pretrial,single,english,-2.17,23,0,2
male,caucasian,less than 25,7,4,1,0,medium,2013-03-22,1,3,felony,burglary conveyance occupied,0,272,1,0,0,0,burglary conveyance occupied,53223.0,pretrial,single,english,-2.01,23,0,3
male,caucasian,less than 25,5,6,0,0,medium,2013-11-21,0,5,misdemeanor,assault,5,862,0,0,0,0,assault,53792.0,probation,married,english,-2.44,23,0,5
male,caucasian,less than 25,4,3,0,0,low,2014-03-16,0,0,felony,possession of cocaine,0,747,0,0,0,0,possession of cocaine,62006.0,pretrial,single,english,-2.32,24,0,0
male,hispanic,less than 25,5,3,0,0,medium,2013-03-04,0,1,misdemeanor,operating w/o valid license,0,1124,0,0,0,0,operating w/o valid license,52701.0,pretrial,single,english,-2.29,23,0,1
male,caucasian,less than 25,5,4,1,1,medium,2013-05-14,1,2,felony,possession of cocaine,0,572,1,0,0,0,possession of cocaine,54774.0,pretrial,single,english,-1.99,23,0,2
male,caucasian,less than 25,4,4,0,0,low,2013-04-27,0,0,felony,"deliver 3,4 methylenediox",0,1070,0,0,0,0,"deliver 3,4 methylenediox",54311.0,pretrial,single,english,-2.17,23,0,0
male,african-american,less than 25,6,7,0,0,medium,2013-10-07,0,1,felony,arrest case no charge,0,907,0,0,0,0,arrest case no charge,19078.0,pretrial,single,english,-1.27,23,0,1
female,caucasian,less than 25,6,5,0,0,medium,2013-09-08,0,1,misdemeanor,battery,0,936,0,0,0,0,battery,57069.0,pretrial,married,english,-1.88,23,0,1
male,other,less than 25,1,2,1,0,low,2013-10-20,1,0,felony,burglary unoccupied dwelling,1,424,1,0,0,0,burglary unoccupied dwelling,58239.0,pretrial,single,english,-2.67,23,0,0
male,other,less than 25,4,2,0,0,low,2014-03-15,0,0,misdemeanor,battery,0,748,0,0,0,0,battery,61986.0,pretrial,single,english,-2.59,24,0,0
male,african-american,less than 25,10,7,1,1,high,2013-03-01,1,24,felony,driving while license revoked,0,223,0,0,1,0,driving while license revoked,27487.0,pretrial,single,english,-1.39,23,1,23
male,african-american,less than 25,10,9,1,0,high,2013-01-17,0,3,misdemeanor,poss of controlled substance,1,809,0,0,0,0,poss of controlled substance,3037.0,pretrial,single,english,-0.92,23,0,3
male,african-american,less than 25,5,5,0,0,medium,2013-09-26,0,2,misdemeanor,possess cannabis/20 grams or less,0,918,0,0,0,0,possess cannabis/20 grams or less,57619.0,pretrial,single,english,-1.97,23,0,2
male,hispanic,less than 25,1,2,0,0,low,2014-02-11,0,2,misdemeanor,battery,0,780,0,0,0,1,battery,61156.0,pretrial,single,english,-2.6,24,1,1
male,caucasian,less than 25,7,3,1,0,medium,2013-08-01,1,4,felony,"deliver 3,4 methylenediox",1,696,1,0,0,0,"deliver 3,4 methylenediox",4164.0,pretrial,single,english,-2.28,23,0,4
male,african-american,less than 25,10,7,1,0,high,2013-11-04,1,18,felony,grand theft (motor vehicle),567,582,1,1,1,0,grand theft (motor vehicle),18532.0,pretrial,single,english,-1.37,23,2,16
male,caucasian,less than 25,2,3,1,0,low,2013-10-23,1,2,felony,agg assault w/int com fel dome,0,145,1,0,0,0,agg assault w/int com fel dome,58326.0,pretrial,single,english,-2.45,23,0,2
male,african-american,less than 25,7,7,1,1,medium,2013-01-30,1,9,felony,driving while license revoked,10,90,0,0,0,0,driving while license revoked,33422.0,probation,single,english,-1.45,23,0,9
